CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,POP_2022,AREA_KM2_CALCULADA,LAT,LON
2,Nordeste,23,Ceará,2306603,Itatira,230660320,Morro Branco,1601,93.6676304144023,-4.56000770548379,-39.577174849755465
2,Nordeste,23,Ceará,2306702,Jaguaretama,230670205,Jaguaretama,17232,1891.3869367386844,-5.487429632189058,-38.72080171605625
2,Nordeste,23,Ceará,2306801,Jaguaribara,230680105,Jaguaribara,10356,645.6188653480004,-5.580437178557856,-38.51531781060668
2,Nordeste,23,Ceará,2306900,Jaguaribe,230690005,Jaguaribe,22666,657.7822371379839,-5.880189061820048,-38.60789777490274
2,Nordeste,23,Ceará,2306900,Jaguaribe,230690010,Aquinópolis,295,84.29403503012236,-5.971438734881082,-38.53380865364102
2,Nordeste,23,Ceará,2306900,Jaguaribe,230690015,Feiticeiro,4525,400.73347679319147,-5.989770161981387,-38.814877253214256
2,Nordeste,23,Ceará,2306900,Jaguaribe,230690020,Mapuá,4205,572.051305746748,-6.0755228716849885,-38.67852015393835
2,Nordeste,23,Ceará,2306900,Jaguaribe,230690025,Nova Floresta,2035,228.80469209099977,-5.950105474147733,-38.88685508861298
2,Nordeste,23,Ceará,2307007,Jaguaruana,230700705,Jaguaruana,17029,18.375723150094547,-4.841368011631475,-37.778983405500384
2,Nordeste,23,Ceará,2307007,Jaguaruana,230700710,Borges,4424,298.4760524634328,-4.948916908949787,-37.759624700745015
2,Nordeste,23,Ceará,2307007,Jaguaruana,230700715,Giqui,1130,59.743558284307355,-4.762742426583682,-37.764139897794514
2,Nordeste,23,Ceará,2307007,Jaguaruana,230700718,Santa Luzia,1868,26.74254749659738,-4.851689264851075,-37.8673081529047
2,Nordeste,23,Ceará,2307007,Jaguaruana,230700720,São José do Lagamar,3226,365.71665183447215,-4.843768510925119,-37.6807156243905
2,Nordeste,23,Ceará,2307007,Jaguaruana,230700725,Saquinho,525,16.03199487856894,-4.813191558019211,-37.764254634024866
2,Nordeste,23,Ceará,2307007,Jaguaruana,230700730,Figueiredo,2573,78.4785243968585,-4.803361775812146,-37.862091889734906
2,Nordeste,23,Ceará,2307007,Jaguaruana,230700735,Jurema,926,25.149017396482495,-4.8257732725997675,-37.80926978622499
2,Nordeste,23,Ceará,2307106,Jardim,230710605,Jardim,19745,322.8164910283317,-7.5577311634194535,-39.29426592186402
2,Nordeste,23,Ceará,2307106,Jardim,230710607,Corrente,1907,74.28553861015888,-7.667195920348551,-39.15547793143726
2,Nordeste,23,Ceará,2307106,Jardim,230710610,Jardimirim,3599,113.66550392452402,-7.576262582749288,-39.18844368989001
2,Nordeste,23,Ceará,2307106,Jardim,230710615,Fazenda Nova,1607,44.007120772305065,-7.669032445765445,-39.23033011425986
2,Nordeste,23,Ceará,2307106,Jardim,230710620,Taquari,553,8.070176736380526,-7.653514564755185,-39.28666920005437
2,Nordeste,23,Ceará,2307205,Jati,230720505,Jati,4604,192.98501131517992,-7.673255566598346,-38.96669311703965
2,Nordeste,23,Ceará,2307205,Jati,230720510,Balanças,1198,88.49257046297096,-7.771054637211703,-38.97997438904769
2,Nordeste,23,Ceará,2307205,Jati,230720515,Carnaúba,1256,37.204064749675474,-7.6916351035315875,-39.07471140740674
2,Nordeste,23,Ceará,2307205,Jati,230720520,Baixa Grande,513,22.375835817819063,-7.743020612702885,-38.92621399169158
2,Nordeste,23,Ceará,2307205,Jati,230720525,Mãe D'Água,290,39.79125514301966,-7.652808298723025,-39.08113852337705
2,Nordeste,23,Ceará,2307254,Jijoca de Jericoacoara,230725405,Jijoca de Jericoacoara,25555,214.85943144204074,-2.8754128317674086,-40.509546575545976
2,Nordeste,23,Ceará,2307304,Juazeiro do Norte,230730405,Juazeiro do Norte,278070,150.86344660016977,-7.203347386788433,-39.299350337514326
2,Nordeste,23,Ceará,2307304,Juazeiro do Norte,230730410,Marrocos,4300,56.412504470275195,-7.174223301893855,-39.24138152032199
2,Nordeste,23,Ceará,2307304,Juazeiro do Norte,230730415,Padre Cícero,3750,59.967224957919896,-7.127430904608396,-39.289711672877296
2,Nordeste,23,Ceará,2307403,Jucás,230740305,Jucás,12678,314.25711344257485,-6.537006819942551,-39.59950194134156
2,Nordeste,23,Ceará,2307403,Jucás,230740310,Baixio da Donana,1022,136.52398055782936,-6.38202944683628,-39.67623087966429
2,Nordeste,23,Ceará,2307403,Jucás,230740315,Canafístula,1769,132.16876875202811,-6.397762449352675,-39.48363860134496
2,Nordeste,23,Ceará,2307403,Jucás,230740320,Mel,2140,121.16279803485965,-6.398956798907968,-39.58546793709168
2,Nordeste,23,Ceará,2307403,Jucás,230740325,Poço Grande,1079,193.53281047143554,-6.461855589393932,-39.70512521210993
2,Nordeste,23,Ceará,2307403,Jucás,230740330,São Pedro do Norte,5234,72.17756766930697,-6.456994577158449,-39.47025185992605
2,Nordeste,23,Ceará,2307502,Lavras da Mangabeira,230750205,Lavras da Mangabeira,16154,308.73362418870977,-6.758367748769258,-38.95931225200064
2,Nordeste,23,Ceará,2307502,Lavras da Mangabeira,230750210,Amaniutuba,3882,185.58922475357556,-6.6781912317973084,-38.9090545449644
2,Nordeste,23,Ceará,2307502,Lavras da Mangabeira,230750215,Arrojado,705,21.83339441215773,-6.675240923439131,-39.021133596980384
2,Nordeste,23,Ceará,2307502,Lavras da Mangabeira,230750220,Iborepi,1229,73.3531540636664,-6.83724586793069,-38.96902557442151
2,Nordeste,23,Ceará,2307502,Lavras da Mangabeira,230750225,Mangabeira,4047,148.7615728448659,-6.773952590758157,-39.099296429117004
2,Nordeste,23,Ceará,2307502,Lavras da Mangabeira,230750230,Quitaiús,4785,239.16921163460867,-6.865748713100403,-39.09814857754053
2,Nordeste,23,Ceará,2307601,Limoeiro do Norte,230760105,Limoeiro do Norte,58067,719.899060898503,-5.167398186091863,-38.07763582194837
2,Nordeste,23,Ceará,2307601,Limoeiro do Norte,230760110,Bixopá,1493,53.44385863321179,-5.022949609545774,-38.18155444855901
2,Nordeste,23,Ceará,2307635,Madalena,230763505,Madalena,9663,391.7558467247341,-4.922725235834333,-39.55996305662305
2,Nordeste,23,Ceará,2307635,Madalena,230763510,Macaoca,3010,218.04042198804925,-4.787978254070168,-39.50812598303849
2,Nordeste,23,Ceará,2307635,Madalena,230763515,Cacimba Nova,1185,158.9133121979584,-4.882838954526301,-39.409678165902605
2,Nordeste,23,Ceará,2307635,Madalena,230763520,Cajazeiras,1354,103.8524225906871,-4.786046386778223,-39.644748534175086
2,Nordeste,23,Ceará,2307635,Madalena,230763530,Paus Branco,717,98.50227649796996,-4.916848023395795,-39.4573408289777
2,Nordeste,23,Ceará,2307635,Madalena,230763545,União,967,58.614321249776445,-4.755284898016916,-39.355371348044486
2,Nordeste,23,Ceará,2307650,Maracanaú,230765005,Maracanaú,182891,96.75688256917132,-3.8847726680610477,-38.6307413292431
2,Nordeste,23,Ceará,2307650,Maracanaú,230765030,Pajuçara,51618,12.117617974645158,-3.861083411223619,-38.57883008499022
2,Nordeste,23,Ceará,2307700,Maranguape,230770005,Maranguape,65160,54.30016534541135,-3.8972173456553905,-38.687048571440336
2,Nordeste,23,Ceará,2307700,Maranguape,230770010,Amanari,4777,68.92170991110062,-4.011424095717079,-38.85086220903731
2,Nordeste,23,Ceará,2307700,Maranguape,230770015,Antônio Marques,1120,23.803766823125233,-4.090807644465413,-38.89670722363478
2,Nordeste,23,Ceará,2307700,Maranguape,230770017,Cachoeira,1230,11.792946192492764,-4.068179165389726,-38.75367892368237
2,Nordeste,23,Ceará,2307700,Maranguape,230770020,Itapebussu,3811,71.41122441093964,-4.017470471366791,-38.92628808369495
2,Nordeste,23,Ceará,2307700,Maranguape,230770025,Jubaia,2281,23.20631862672373,-4.050175610863908,-38.71305774222584
2,Nordeste,23,Ceará,2307700,Maranguape,230770026,Ladeira Grande,2206,26.073941354557366,-3.9883355662706057,-38.70015092360124
2,Nordeste,23,Ceará,2307700,Maranguape,230770027,Lages,2048,13.281484194262845,-4.018089775892604,-38.694335445333714
2,Nordeste,23,Ceará,2307700,Maranguape,230770029,Lagoa do Juvenal,1701,47.26024999361597,-4.012875794127237,-38.97079804885731
2,Nordeste,23,Ceará,2307700,Maranguape,230770031,Manoel Guedes,1565,31.026012602175438,-4.061223568337138,-38.89567412072283
2,Nordeste,23,Ceará,2307700,Maranguape,230770032,Papara,3574,60.64872174743052,-4.019331442214408,-38.77898510601016
2,Nordeste,23,Ceará,2307700,Maranguape,230770033,Penedo,2736,64.41790891533985,-3.952182260043717,-38.750104820133835
2,Nordeste,23,Ceará,2307700,Maranguape,230770035,Sapupara,7245,36.202877873776174,-3.963666115088609,-38.685717498655194
2,Nordeste,23,Ceará,2307700,Maranguape,230770037,São João do Amanari,1879,9.572920441909924,-4.029860093146809,-38.88743690792318
2,Nordeste,23,Ceará,2307700,Maranguape,230770040,Tanques,2044,40.2679746422019,-4.064975053553909,-38.810928295240394
2,Nordeste,23,Ceará,2307700,Maranguape,230770042,Umarizeiras,1606,7.065855447622944,-4.017363567331263,-38.72847629670065
2,Nordeste,23,Ceará,2307700,Maranguape,230770045,Vertentes do Lagedo,110,14.790943118651555,-4.105787673717467,-38.87488751950974
2,Nordeste,23,Ceará,2307809,Marco,230780905,Marco,19854,272.4794778451618,-3.1790668664289163,-40.13210270914875
2,Nordeste,23,Ceará,2307809,Marco,230780910,Panacuí,2181,158.31409317982775,-3.1609030651870276,-40.40860555730459
2,Nordeste,23,Ceará,2307809,Marco,230780915,Mocambo,3764,159.3653212840735,-3.228484132666332,-40.29626961084328
2,Nordeste,23,Ceará,2307908,Martinópole,230790805,Martinópole,10846,311.7130836763917,-3.148292406185973,-40.64947641832502
2,Nordeste,23,Ceará,2308005,Massapê,230800505,Massapê,24982,208.08325055398694,-3.493621359633908,-40.40109374529336
2,Nordeste,23,Ceará,2308005,Massapê,230800510,Aiuá,939,50.65297259164284,-3.44727498682164,-40.46620647183189
2,Nordeste,23,Ceará,2308005,Massapê,230800513,Ipaguaçu,1629,20.089140764916323,-3.5111952470725103,-40.273683472283935
2,Nordeste,23,Ceará,2308005,Massapê,230800515,Mumbaba,3529,58.300233324973206,-3.5860638484989114,-40.356610481591005
2,Nordeste,23,Ceará,2308005,Massapê,230800520,Padre Linhares,2278,90.94777469428891,-3.4578520303401175,-40.51550456456718
2,Nordeste,23,Ceará,2308005,Massapê,230800522,Tangente,2003,124.30362909395993,-3.426832596763543,-40.35144317749412
2,Nordeste,23,Ceará,2308005,Massapê,230800525,Tuína,2337,31.47606978937886,-3.56992009363623,-40.28539508482047
2,Nordeste,23,Ceará,2308104,Mauriti,230810405,Mauriti,19440,186.1592275646438,-7.391059667110579,-38.80099282913193
2,Nordeste,23,Ceará,2308104,Mauriti,230810410,Anauá,2074,106.99184703269118,-7.263843878597335,-38.63795317990169
2,Nordeste,23,Ceará,2308104,Mauriti,230810412,Buritizinho,4754,95.71006355857315,-7.316920752098157,-38.76864850878956
2,Nordeste,23,Ceará,2308104,Mauriti,230810415,Coité,3276,109.2990835373767,-7.387620646614434,-38.65565496446376
2,Nordeste,23,Ceará,2308104,Mauriti,230810420,Nova Santa Cruz,1057,59.59670476207475,-7.297001294743646,-38.58937799848723
2,Nordeste,23,Ceará,2308104,Mauriti,230810425,São Félix,1243,24.45585930690199,-7.256308289872831,-38.77807795554293
2,Nordeste,23,Ceará,2308104,Mauriti,230810427,Palestina do Cariri,6162,224.7400503581266,-7.539321173561302,-38.76571268896406
2,Nordeste,23,Ceará,2308104,Mauriti,230810429,São Miguel,2276,98.93546616616658,-7.335392654450631,-38.64127053600678
2,Nordeste,23,Ceará,2308104,Mauriti,230810430,Umburanas,4002,173.62981320440335,-7.4924705934232785,-38.67576941308095
2,Nordeste,23,Ceará,2308104,Mauriti,230810435,Olho D'água,1277,37.491616677040525,-7.270185702817873,-38.72704524835311
2,Nordeste,23,Ceará,2308203,Meruoca,230820305,Meruoca,7288,51.433271283884196,-3.5463556758935826,-40.44896673044897
2,Nordeste,23,Ceará,2308203,Meruoca,230820307,Anil,1803,17.89974005526371,-3.5293635944205017,-40.497302594293735
2,Nordeste,23,Ceará,2308203,Meruoca,230820310,Camilos,1868,21.208712633548544,-3.6154903305737887,-40.478466586039936
2,Nordeste,23,Ceará,2308203,Meruoca,230820315,Palestina do Norte,1803,28.825073828808865,-3.618222265054742,-40.42840617331295
2,Nordeste,23,Ceará,2308203,Meruoca,230820320,Santo Antônio dos Fernandes,491,6.347114230657897,-3.5783916366026705,-40.48533199879409
2,Nordeste,23,Ceará,2308203,Meruoca,230820325,São Francisco,1904,30.18901396052469,-3.5867457145505894,-40.416987813977194
2,Nordeste,23,Ceará,2308302,Milagres,230830205,Milagres,10579,44.27595307629833,-7.281552375832841,-38.92928406271759
2,Nordeste,23,Ceará,2308302,Milagres,230830210,Rosário,3049,194.2532441981042,-7.2082186627864315,-38.96179908636077
2,Nordeste,23,Ceará,2308302,Milagres,230830215,Café da Linha,2755,98.62100437986662,-7.250279915450519,-39.03940397763927
2,Nordeste,23,Ceará,2308302,Milagres,230830220,Fronteiro,5157,124.23136264819539,-7.304460271739448,-38.86960386265619
2,Nordeste,23,Ceará,2308302,Milagres,230830225,Padre Cícero,4360,137.52375865540742,-7.387764255683218,-38.91698002844614
2,Nordeste,23,Ceará,2308351,Milhã,230835105,Milhã,7775,75.8925753775352,-5.691217340244882,-39.212596572655464
2,Nordeste,23,Ceará,2308351,Milhã,230835106,Baixa Verde,757,66.98351828537335,-5.752013433624653,-39.17968696702991
2,Nordeste,23,Ceará,2308351,Milhã,230835108,Barra,1323,78.34633065667308,-5.67333023564907,-39.14085577418625
2,Nordeste,23,Ceará,2308351,Milhã,230835110,Carnaubinha,2326,159.7670809340447,-5.619071313699423,-39.20448977349486
2,Nordeste,23,Ceará,2308351,Milhã,230835115,Ipueira,1230,105.88514606010396,-5.54647745739953,-39.102427081568685
2,Nordeste,23,Ceará,2308351,Milhã,230835120,Monte Grave,712,32.010998361676,-5.739760879545917,-39.24120400750414
2,Nordeste,23,Ceará,2308377,Miraíma,230837705,Miraíma,5681,254.16019611621465,-3.6074075807480463,-39.95349414070934
2,Nordeste,23,Ceará,2308377,Miraíma,230837710,Brotas,4411,99.89639701971399,-3.590815683844668,-39.80413365423843
2,Nordeste,23,Ceará,2308377,Miraíma,230837720,Poço da Onça,1230,130.870894392788,-3.6343730725868246,-39.89616160596656
2,Nordeste,23,Ceará,2308377,Miraíma,230837725,Riachão,1012,88.98072764289265,-3.4987215061026844,-39.82343959215678
2,Nordeste,23,Ceará,2308377,Miraíma,230837730,Juremal,1040,85.91413897953014,-3.4803988970600486,-39.91254979206099
2,Nordeste,23,Ceará,2308377,Miraíma,230837735,Bom Jesus,822,70.34541056535781,-3.476403697793223,-40.000787977502874
2,Nordeste,23,Ceará,2308401,Missão Velha,230840105,Missão Velha,21814,215.0676304580743,-7.250668776915468,-39.171048071389194
2,Nordeste,23,Ceará,2308401,Missão Velha,230840115,Jamacaru,10831,243.57547566631266,-7.421336752522642,-39.15741454755865
2,Nordeste,23,Ceará,2308401,Missão Velha,230840120,Missão Nova,2675,56.512977560498044,-7.3164351269337216,-39.1843910302609
2,Nordeste,23,Ceará,2308401,Missão Velha,230840125,Quimami,1502,118.55103555954545,-7.183293965887944,-39.09054735660294
2,Nordeste,23,Ceará,2308500,Mombaça,230850005,Mombaça,22394,465.3885547915064,-5.739568333159585,-39.6391351074162
2,Nordeste,23,Ceará,2308500,Mombaça,230850007,Açudinho dos Costas,973,95.83868254570802,-5.6775066007129364,-39.49947774815992
2,Nordeste,23,Ceará,2308500,Mombaça,230850010,Boa Vista,2333,233.55570895369215,-5.655780572940428,-39.8245574124554
2,Nordeste,23,Ceará,2308500,Mombaça,230850015,Cangati,1413,216.07046091728387,-5.9227166564281015,-39.61995781148452
2,Nordeste,23,Ceará,2308500,Mombaça,230850020,Carnaúbas,1822,144.14693883934703,-5.878157653732373,-39.7655548705551
2,Nordeste,23,Ceará,2308500,Mombaça,230850025,Catolé,877,139.64829536341185,-5.946878896537885,-39.74435504821028
2,Nordeste,23,Ceará,2308500,Mombaça,230850026,Cipó,1637,121.20456290884738,-5.653180114847928,-39.58570406646793
2,Nordeste,23,Ceará,2308500,Mombaça,230850027,Manoel Correia,683,189.47226023598552,-5.688984887447915,-39.97171164606654
2,Nordeste,23,Ceará,2308500,Mombaça,230850030,Morada Nova,2436,219.671166069013,-5.815676656577662,-39.81538432810673
2,Nordeste,23,Ceará,2308500,Mombaça,230850035,São Vicente,509,107.47411061610343,-6.027803814028161,-39.856228347395714
2,Nordeste,23,Ceará,2308500,Mombaça,230850040,Cacimbas,1335,180.43308029350752,-5.768543437566832,-39.9157253236656
2,Nordeste,23,Ceará,2308500,Mombaça,230850045,Nova União,1323,68.0612389028542,-5.813065942821538,-39.5709072272327
2,Nordeste,23,Ceará,2308609,Monsenhor Tabosa,230860905,Monsenhor Tabosa,14214,582.2480411845817,-4.900434812696565,-40.095070998961724
2,Nordeste,23,Ceará,2308609,Monsenhor Tabosa,230860910,Barreiros,1253,165.9187844068052,-5.049875580475909,-40.093296880615775
2,Nordeste,23,Ceará,2308609,Monsenhor Tabosa,230860915,Nossa Senhora do Livramento,1682,170.81723001100713,-4.983732602024233,-39.99819353391131
2,Nordeste,23,Ceará,2308708,Morada Nova,230870805,Morada Nova,37122,422.07180139946354,-5.041900226476156,-38.38517712116194
2,Nordeste,23,Ceará,2308708,Morada Nova,230870810,Aruaru,8946,498.20626221035667,-4.658506892494256,-38.393280272993046
2,Nordeste,23,Ceará,2308708,Morada Nova,230870815,Boa Água,2038,331.1556320287647,-4.807873767989838,-38.53126578390598
2,Nordeste,23,Ceará,2308708,Morada Nova,230870825,Juazeiro de Baixo,2069,232.02512238302236,-5.047617513047437,-38.475147323684475
2,Nordeste,23,Ceará,2308708,Morada Nova,230870827,Lagoa Grande,2646,167.49413877299608,-5.183684574115655,-38.56237834277993
2,Nordeste,23,Ceará,2308708,Morada Nova,230870830,Pedras,2988,305.40335890269125,-5.02072162974683,-38.268376593544474
2,Nordeste,23,Ceará,2308708,Morada Nova,230870835,Roldão,3592,539.0851482671751,-5.307767715631236,-38.55162247147974
2,Nordeste,23,Ceará,2308708,Morada Nova,230870840,Uiraponga,2042,370.44235778894665,-5.288223799388607,-38.381251928329824
2,Nordeste,23,Ceará,2308807,Moraújo,230880705,Moraújo,5742,337.7537932858727,-3.445106042549569,-40.69063072672768
2,Nordeste,23,Ceará,2308807,Moraújo,230880707,Boa Esperança,1486,43.01790355876774,-3.503158844898387,-40.570194264398374
2,Nordeste,23,Ceará,2308807,Moraújo,230880710,Várzea da Volta,1026,44.90844568234985,-3.4883722704970967,-40.628842238013604
2,Nordeste,23,Ceará,2308906,Morrinhos,230890605,Morrinhos,14888,242.92280050783566,-3.2540417769213796,-40.123731360187634
2,Nordeste,23,Ceará,2308906,Morrinhos,230890640,Sítio Alegre,7865,180.838332332708,-3.2979762343110623,-40.00430881314257
2,Nordeste,23,Ceará,2309003,Mucambo,230900305,Mucambo,12298,153.3612547376305,-3.894954152500483,-40.74772589674959
2,Nordeste,23,Ceará,2309003,Mucambo,230900310,Carqueijo,731,20.35246616940071,-3.8557422681069196,-40.741937779437535
2,Nordeste,23,Ceará,2309003,Mucambo,230900315,Poço Verde,637,23.620980325015704,-3.9308593281672293,-40.80447266011416
2,Nordeste,23,Ceará,2309102,Mulungu,230910205,Mulungu,10569,101.31343062964176,-4.316830140951223,-38.98686027508462
2,Nordeste,23,Ceará,2309201,Nova Olinda,230920105,Nova Olinda,13769,239.49587378507147,-7.0963906416939855,-39.65279225533134
2,Nordeste,23,Ceará,2309201,Nova Olinda,230920130,Triunfo,1630,51.85448953841966,-7.073959819536739,-39.726160076676145
2,Nordeste,23,Ceará,2309300,Nova Russas,230930005,Nova Russas,21511,132.21153752851623,-4.69042266908253,-40.55079690723766
2,Nordeste,23,Ceará,2309300,Nova Russas,230930015,Canindezinho,2262,126.62063986764092,-4.818904803173303,-40.52873492035897
2,Nordeste,23,Ceará,2309300,Nova Russas,230930019,Espacinha,1020,58.77551703267561,-4.67245628633576,-40.46863686085645
2,Nordeste,23,Ceará,2309300,Nova Russas,230930025,Major Simplício,971,61.81557894543913,-4.596139028925493,-40.42103195651444
2,Nordeste,23,Ceará,2309300,Nova Russas,230930030,Nova Betânia,1727,187.85943263071013,-4.589167109226368,-40.50636460260352
2,Nordeste,23,Ceará,2309300,Nova Russas,230930045,São Pedro,1267,26.115329762331793,-4.632818741819472,-40.59716765459197
2,Nordeste,23,Ceará,2309300,Nova Russas,230930050,Irapuá,393,27.230779369890595,-4.720938525847217,-40.47000991401393
2,Nordeste,23,Ceará,2309300,Nova Russas,230930055,Moringue,807,42.84714393682455,-4.664789033195112,-40.627994734801305
2,Nordeste,23,Ceará,2309300,Nova Russas,230930060,Miguel Antônio,741,93.80350472534943,-4.770865003578478,-40.60520250766413
2,Nordeste,23,Ceará,2309409,Novo Oriente,230940905,Novo Oriente,16046,235.10110095357902,-5.600414962820161,-40.72048079854278
2,Nordeste,23,Ceará,2309409,Novo Oriente,230940915,Emaús,1856,108.26842911112156,-5.52343615112542,-40.88003581497084
2,Nordeste,23,Ceará,2309409,Novo Oriente,230940920,Palestina,3051,187.4626697586853,-5.642250288860424,-40.816766453716475
2,Nordeste,23,Ceará,2309409,Novo Oriente,230940924,Santa Maria,1967,213.17785635234986,-5.5244913481961975,-40.658309401603844
2,Nordeste,23,Ceará,2309409,Novo Oriente,230940925,São Raimundo,2801,164.46276779809378,-5.70292932575939,-40.82787965824878
2,Nordeste,23,Ceará,2309409,Novo Oriente,230940930,Três Irmãos,1824,64.14380410509204,-5.592249766541316,-40.85900805587315
2,Nordeste,23,Ceará,2309458,Ocara,230945805,Ocara,7196,67.12875323576131,-4.470430646470625,-38.602031612450496
2,Nordeste,23,Ceará,2309458,Ocara,230945807,Arisco dos Marianos,1031,100.59234810115858,-4.631681192729349,-38.5585510914062
2,Nordeste,23,Ceará,2309458,Ocara,230945810,Curupira,7966,399.06463196833175,-4.552694595059792,-38.482357422885784
2,Nordeste,23,Ceará,2309458,Ocara,230945820,Novo Horizonte,1247,30.676654683030698,-4.435642510067004,-38.57581319870541
2,Nordeste,23,Ceará,2309458,Ocara,230945830,Sereno de Cima,3921,42.03284500767149,-4.555687748760229,-38.62275177117126
2,Nordeste,23,Ceará,2309458,Ocara,230945840,Serragem,3132,151.48789547845593,-4.426278085306439,-38.47868272069527
2,Nordeste,23,Ceará,2309508,Orós,230950805,Orós,11051,247.88830017504392,-6.189812560157297,-38.868550819309846
2,Nordeste,23,Ceará,2309508,Orós,230950810,Guassussê,2685,37.969103357143524,-6.319404472354729,-38.95584652615628
2,Nordeste,23,Ceará,2309508,Orós,230950815,Igarói,1655,43.16376722358283,-6.3713473653255,-39.02651801536128
2,Nordeste,23,Ceará,2309508,Orós,230950820,Palestina,2947,117.00025589808425,-6.303344799582474,-39.01832103738814
2,Nordeste,23,Ceará,2309508,Orós,230950830,Santarém,1337,151.3350710169606,-6.172330668352348,-38.95244325956476
2,Nordeste,23,Ceará,2309607,Pacajus,230960705,Pacajus,66726,156.08460264085102,-4.189886635632368,-38.453260129690904
2,Nordeste,23,Ceará,2309607,Pacajus,230960720,Itaipaba,1926,68.61735510341686,-4.1749239762034565,-38.57652971455648
2,Nordeste,23,Ceará,2309607,Pacajus,230960730,Pascoal,2331,34.77484858090002,-4.214241956336761,-38.546019836742474
2,Nordeste,23,Ceará,2309706,Pacatuba,230970605,Pacatuba,17129,77.8507051378165,-3.994879666361733,-38.61827565578221
2,Nordeste,23,Ceará,2309706,Pacatuba,230970633,Monguba,15011,8.089943941129535,-3.9212460693569042,-38.6097088634154
2,Nordeste,23,Ceará,2309706,Pacatuba,230970635,Pavuna,23350,49.121795944320056,-3.90609769961633,-38.57974041989293
2,Nordeste,23,Ceará,2309706,Pacatuba,230970650,Senador Carlos Jereissati,26034,2.983008707089797,-3.890017677217722,-38.60993876023553
2,Nordeste,23,Ceará,2309805,Pacoti,230980505,Pacoti,5972,27.44987503860115,-4.227411394051514,-38.91037608248229
2,Nordeste,23,Ceará,2309805,Pacoti,230980510,Colina,2323,35.700491136660865,-4.170700042975489,-38.93577488009898
2,Nordeste,23,Ceará,2309805,Pacoti,230980515,Fátima,1437,27.201045703314602,-4.191928201172109,-38.900583536507845
2,Nordeste,23,Ceará,2309805,Pacoti,230980520,Santa Ana,1454,25.990135902527694,-4.226862334071713,-38.868419040560234
2,Nordeste,23,Ceará,2309904,Pacujá,230990405,Pacujá,6175,90.7452247698745,-3.9988964987679134,-40.68044490132412
2,Nordeste,23,Ceará,2310001,Palhano,231000105,Palhano,8185,398.80456580459753,-4.712873366625282,-38.02187360019332
2,Nordeste,23,Ceará,2310001,Palhano,231000110,São José,1161,55.1491110772928,-4.621455946611701,-38.115999790226624
2,Nordeste,23,Ceará,2310100,Palmácia,231010005,Palmácia,9121,109.87389276980105,-4.123229525128822,-38.833463817940036
2,Nordeste,23,Ceará,2310100,Palmácia,231010010,Gado,506,15.269943703591535,-4.129815966356175,-38.93037166248037
2,Nordeste,23,Ceará,2310100,Palmácia,231010015,Gados dos Rodrigues,615,8.268904112904195,-4.164181116491734,-38.83641343416675
2,Nordeste,23,Ceará,2310209,Paracuru,231020905,Paracuru,31766,182.62032086645556,-3.47331941366499,-39.00639158228837
2,Nordeste,23,Ceará,2310209,Paracuru,231020910,Jardim,2300,68.54704450500287,-3.521240651950541,-39.032247813187105
2,Nordeste,23,Ceará,2310209,Paracuru,231020920,Poço Doce,4914,63.98729849157841,-3.470016430067378,-39.09575779330128
2,Nordeste,23,Ceará,2310258,Paraipaba,231025805,Paraipaba,23883,144.7390451998311,-3.458359409173924,-39.18863684860341
2,Nordeste,23,Ceará,2310258,Paraipaba,231025810,Boa Vista,2759,69.06198323516232,-3.394742952843948,-39.20714437650532
2,Nordeste,23,Ceará,2310258,Paraipaba,231025815,Camboas,2530,37.38766580369336,-3.3899930067473116,-39.10668044192901
2,Nordeste,23,Ceará,2310258,Paraipaba,231025820,Lagoinha,3044,47.74846033149273,-3.361542107728205,-39.157613246222695
2,Nordeste,23,Ceará,2310308,Parambu,231030805,Parambu,18249,329.90933626957747,-6.224372453995103,-40.7152234685861
2,Nordeste,23,Ceará,2310308,Parambu,231030810,Cococi,2795,1161.0787641496916,-6.464514022321587,-40.58712956647592
2,Nordeste,23,Ceará,2310308,Parambu,231030812,Gavião,1298,86.61119766303284,-6.095471467169815,-40.6969983727604
2,Nordeste,23,Ceará,2310308,Parambu,231030814,Miranda,1293,135.3015365579972,-6.268774367919894,-40.56411308874302
2,Nordeste,23,Ceará,2310308,Parambu,231030815,Monte Sion,2414,116.43508178323056,-6.290483239422273,-40.73500034076233
2,Nordeste,23,Ceará,2310308,Parambu,231030820,Novo Assis,1094,165.66402421273548,-6.0445078842709865,-40.53352187600042
2,Nordeste,23,Ceará,2310308,Parambu,231030830,Oiticica,1262,155.58914687069407,-6.1455741930239,-40.769303518622614
2,Nordeste,23,Ceará,2310308,Parambu,231030835,Riachão,1208,135.89537468616024,-6.140802663904491,-40.5786404105298
2,Nordeste,23,Ceará,2310308,Parambu,231030840,Campo Grande,1832,90.05502698217398,-6.034712153579863,-40.65435785641799
2,Nordeste,23,Ceará,2310407,Paramoti,231040705,Paramoti,9718,447.3339759808335,-4.16900100274746,-39.37610573912545
2,Nordeste,23,Ceará,2310407,Paramoti,231040710,Água Boa,666,109.48860731477677,-4.1243542326530225,-39.383570055382705
2,Nordeste,23,Ceará,2310506,Pedra Branca,231050605,Pedra Branca,25660,396.88454639094255,-5.481510961804192,-39.74577257984338
